"venueid","lookupsymbol","securityexchange","currency","securityid","bloombergexchcode"
IN_Composite,TVSEL IN Equity,IN,INR,INE236G01019,IN
IN_Composite,TTAN IN Equity,IN,INR,INE280A01028,IN
MXN_Composite,TTAN* MM Equity,MX,MXN,US81764X1037,MM
US_Composite,TTAPY US Equity,US,USD,US87306N1072,UN
US_Composite,TTAPY US Equity,US,USD,US87306N1072,US
US_Composite,TTCFQ US Equity,US,USD,US87663X1028,UN
US_Composite,TTCFQ US Equity,US,USD,US87663X1028,US
US_Composite,TTCIF US Equity,US,USD,BE0974338700,UN
US_Composite,TTCIF US Equity,US,USD,BE0974338700,US
CAN_Composite,TTGI CN Equity,TO,CAD,CA90043C1032,CN
US_Composite,TTGPF US Equity,US,USD,GB0008711763,UN
US_Composite,TTGPF US Equity,US,USD,GB0008711763,US
MXN_Composite,TW* MM Equity,MX,MXN,US8926721064,MM
CAN_Composite,TTS CN Equity,TO,CAD,CA8876742088,CN
CAN_Composite,TUK CN Equity,TO,CAD,CA8990501089,CN
US_Composite,TWG US Equity,US,USD,KYG8945S1104,UN
US_Composite,TWG US Equity,US,USD,KYG8945S1104,US
IN_Composite,TVVL IN Equity,IN,INR,INE314H01012,IN
MXN_Composite,TTD* MM Equity,MX,MXN,US88339J1051,MM
US_Composite,TTDKF US Equity,US,USD,JP3538800008,UN
US_Composite,TTDKF US Equity,US,USD,JP3538800008,US
AUS_Composite,TTX AU Equity,AX,AUD,AU0000400574,AU
US_Composite,TTXP US Equity,US,USD,US8961982076,UN
US_Composite,TTXP US Equity,US,USD,US8961982076,US
US_Composite,TUSK US Equity,US,USD,US56155L1089,UN
US_Composite,TUSK US Equity,US,USD,US56155L1089,US
IN_Composite,TUTM IN Equity,IN,INR,INE560D01027,IN
US_Composite,TTEXF US Equity,US,USD,CA1202272029,UN
US_Composite,TTEXF US Equity,US,USD,CA1202272029,US
IN_Composite,TTFLTD IN Equity,IN,INR,INE071Y01013,IN
CAN_Composite,TTNM CN Equity,TO,CAD,CA8883411040,CN
US_Composite,TTNN US Equity,US,USD,US0375231075,UN
US_Composite,TTNN US Equity,US,USD,US0375231075,US
US_Composite,TTNP US Equity,US,USD,US8883147055,UN
US_Composite,TTNP US Equity,US,USD,US8883147055,US
US_Composite,TVAIU US Equity,US,USD,KYG878901282,UN
US_Composite,TVAIU US Equity,US,USD,KYG878901282,US
CAN_Composite,TVC/H CN Equity,TO,CAD,CA88576E1088,CN
US_Composite,TTWPF US Equity,US,USD,TH0961010Y12,UN
US_Composite,TTWPF US Equity,US,USD,TH0961010Y12,US
US_Composite,TUGAF US Equity,US,USD,CA89904W1095,UN
US_Composite,TUGAF US Equity,US,USD,CA89904W1095,US
DEU_Composite,TUI1 GR Equity,DEU,EUR,DE000TUAG505,GR
CAN_Composite,TVA/B CN Equity,TO,CAD,CA8729482031,CN
MXN_Composite,TWLO* MM Equity,MX,MXN,US90138F1021,MM
CAN_Composite,TWM CN Equity,TO,CAD,CA8864531097,CN
DEU_Composite,WAO GR Equity,DEU,EUR,US9388241096,GR
DEU_Composite,WF70 GR Equity,DEU,EUR,CA83336J3073,GR
AUS_Composite,WES AU Equity,AX,AUD,AU000000WES1,AU
CAN_Composite,WGT CN Equity,TO,CAD,CA96031U1049,CN
US_Composite,WCC US Equity,US,USD,US95082P1057,UN
US_Composite,WCC US Equity,US,USD,US95082P1057,US
US_Composite,WCCB US Equity,US,USD,US9521701089,UN
US_Composite,WCCB US Equity,US,USD,US9521701089,US
AUS_Composite,WBT AU Equity,AX,AUD,AU000000WBT5,AU
US_Composite,WEEEF US Equity,US,USD,CA9581596009,UN
US_Composite,WEEEF US Equity,US,USD,CA9581596009,US
BZ_Composite,WEGE3 BZ Equity,BZ,BRL,BRWEGEACNOR0,BZ
US_Composite,WFRSF US Equity,US,USD,AU000000WAF6,UN
US_Composite,WFRSF US Equity,US,USD,AU000000WAF6,US
IN_Composite,WFS IN Equity,IN,INR,INE121B01014,IN
AUS_Composite,WGN AU Equity,AX,AUD,AU000000WGN7,AU
CAN_Composite,WGO CN Equity,TO,CAD,CA9638101068,CN
CAN_Composite,WCM/A CN Equity,TO,CAD,CA9715581018,CN
US_Composite,WELL US Equity,US,USD,US95040Q1040,UN
US_Composite,WELL US Equity,US,USD,US95040Q1040,US
AUS_Composite,WGR AU Equity,AX,AUD,AU0000153413,AU
US_Composite,WGRX US Equity,US,USD,US9495031067,UN
US_Composite,WGRX US Equity,US,USD,US9495031067,US
US_Composite,WGTFF US Equity,US,USD,CA96031U1049,UN
US_Composite,WGTFF US Equity,US,USD,CA96031U1049,US
CAN_Composite,WGX CN Equity,TO,CAD,AU000000WGX6,CN
DEU_Composite,WDL2 GR Equity,DEU,EUR,DE000WNDL318,GR
CAN_Composite,WDO CN Equity,TO,CAD,CA95083R1001,CN
US_Composite,WFHG US Equity,US,USD,US98146T1051,UN
US_Composite,WFHG US Equity,US,USD,US98146T1051,US
US_Composite,WEDXF US Equity,US,USD,US9569251013,UN
US_Composite,WEDXF US Equity,US,USD,US9569251013,US
US_Composite,WBD US Equity,US,USD,US9344231041,UN
US_Composite,WBD US Equity,US,USD,US9344231041,US
US_Composite,WBDSF US Equity,US,USD,IT0003865570,UN
US_Composite,WBDSF US Equity,US,USD,IT0003865570,US
US_Composite,WEGRY US Equity,US,USD,US94876Q2057,UN
US_Composite,WEGRY US Equity,US,USD,US94876Q2057,US
US_Composite,WELX US Equity,US,USD,US97424Q1067,UN
US_Composite,WELX US Equity,US,USD,US97424Q1067,US
US_Composite,WEMXF US Equity,US,USD,KYG9T20A1060,UN
US_Composite,WEMXF US Equity,US,USD,KYG9T20A1060,US
US_Composite,WES US Equity,US,USD,US9586691035,UN
US_Composite,WES US Equity,US,USD,US9586691035,US
IN_Composite,WESL IN Equity,IN,INR,INE855C01015,IN
US_Composite,WFLDF US Equity,US,USD,CA94950R1038,UN
US_Composite,WFLDF US Equity,US,USD,CA94950R1038,US
DEU_Composite,WFC GR Equity,DEU,EUR,CA9528451052,GR
DEU_Composite,WG0 GR Equity,DEU,EUR,SE0017084759,GR
US_Composite,WEJTY US Equity,US,USD,US9477001005,UN
US_Composite,WEJTY US Equity,US,USD,US9477001005,US
US_Composite,WDCTF US Equity,US,USD,AU0000096828,UN
US_Composite,WDCTF US Equity,US,USD,AU0000096828,US
US_Composite,WDFC US Equity,US,USD,US9292361071,UN
US_Composite,WDFC US Equity,US,USD,US9292361071,US
US_Composite,WDFN US Equity,US,USD,US9796851049,UN
US_Composite,WDFN US Equity,US,USD,US9796851049,US
US_Composite,WHR US Equity,US,USD,US9633201069,UN
US_Composite,WHR US Equity,US,USD,US9633201069,US
US_Composite,WKYN US Equity,US,USD,US94769H4039,UN
US_Composite,WKYN US Equity,US,USD,US94769H4039,US
AUS_Composite,WIA AU Equity,AX,AUD,AU0000193872,AU
DEU_Composite,WIB GR Equity,DEU,EUR,AT0000831706,GR
US_Composite,WHLT US Equity,US,USD,US1616351078,UN
US_Composite,WHLT US Equity,US,USD,US1616351078,US
DEU_Composite,WQ40 GR Equity,DEU,EUR,CA18914M2076,GR
DEU_Composite,WQ6 GR Equity,DEU,EUR,CA20676A1084,GR
DEU_Composite,WQ9 GR Equity,DEU,EUR,ZAE000009932,GR
DEU_Composite,WMT GR Equity,DEU,EUR,US9311421039,GR
IN_Composite,WLF IN Equity,IN,INR,INE106W01011,IN
DEU_Composite,WPZ GR Equity,DEU,EUR,CA8283411079,GR
US_Composite,WIFT US Equity,US,USD,US96684M5085,UN
US_Composite,WIFT US Equity,US,USD,US96684M5085,US
DEU_Composite,WIQ GR Equity,DEU,EUR,US1844991018,GR
US_Composite,WIRX US Equity,US,USD,US97652L1008,UN
US_Composite,WIRX US Equity,US,USD,US97652L1008,US
US_Composite,WKHS US Equity,US,USD,US98138J4040,UN
US_Composite,WKHS US Equity,US,USD,US98138J4040,US
US_Composite,WKISF US Equity,US,USD,JP3990100004,UN
US_Composite,WKISF US Equity,US,USD,JP3990100004,US
DEU_Composite,WMB GR Equity,DEU,EUR,US9694571004,GR
DEU_Composite,WO7 GR Equity,DEU,EUR,PLGRODN00015,GR
AUS_Composite,WMCCD AU Equity,AX,AUD,AU0000WMCCD6,AU
US_Composite,WMELF US Equity,US,USD,GB00B0S5KR31,UN
US_Composite,WMELF US Equity,US,USD,GB00B0S5KR31,US
IN_Composite,WNRO IN Equity,IN,INR,INE837E01019,IN
IN_Composite,WNS IN Equity,IN,INR,INE391C01011,IN
MXN_Composite,WNS1 MM Equity,MX,MXN,JE00BQC4YW14,MM
US_Composite,WPGCF US Equity,US,USD,CA95538Q1037,UN
US_Composite,WPGCF US Equity,US,USD,CA95538Q1037,US
DEU_Composite,WPHB GR Equity,DEU,EUR,BE0974349814,GR
CAN_Composite,WLR CN Equity,TO,CAD,CA9316741052,CN
US_Composite,WMS US Equity,US,USD,US00790R1041,UN
US_Composite,WMS US Equity,US,USD,US00790R1041,US
MXN_Composite,WMS* MM Equity,MX,MXN,US00790R1041,MM
IN_Composite,WOL3D IN Equity,IN,INR,INE0OO201011,IN
US_Composite,WHGRF US Equity,US,USD,KYG960071028,UN
US_Composite,WHGRF US Equity,US,USD,KYG960071028,US
US_Composite,WHITF US Equity,US,USD,AU000000WHC8,UN
US_Composite,WHITF US Equity,US,USD,AU000000WHC8,US
US_Composite,WOPEF US Equity,US,USD,AU0000224040,UN
US_Composite,WOPEF US Equity,US,USD,AU0000224040,US
MXN_Composite,WSMX2C19 MM Equity,MX,MXN,MX1RWS010028,MM
US_Composite,WLWHF US Equity,US,USD,ZAE000063863,UN
US_Composite,WLWHF US Equity,US,USD,ZAE000063863,US
US_Composite,WNBD US Equity,US,USD,US9750122049,UN
US_Composite,WNBD US Equity,US,USD,US9750122049,US
IN_Composite,WPRO IN Equity,IN,INR,INE075A01022,IN
CAN_Composite,WHY CN Equity,TO,CAD,CA9532641086,CN
IN_Composite,WI IN Equity,IN,INR,INE711A01022,IN
IN_Composite,WTI IN Equity,IN,INR,INE837B01031,IN
DEU_Composite,WTK GR Equity,DEU,EUR,LT0000102279,GR
US_Composite,WHGLY US Equity,US,USD,US92890T2050,UN
US_Composite,WHGLY US Equity,US,USD,US92890T2050,US
US_Composite,WHGOF US Equity,US,USD,CA9638101068,UN
US_Composite,WHGOF US Equity,US,USD,CA9638101068,US
MXN_Composite,WRBY* MM Equity,MX,MXN,US93403J1060,MM
IN_Composite,WICL IN Equity,IN,INR,INE389K01018,IN
US_Composite,WIT US Equity,US,USD,US97651M1099,UN
US_Composite,WIT US Equity,US,USD,US97651M1099,US
US_Composite,WHD US Equity,US,USD,US1272031071,UN
US_Composite,WHD US Equity,US,USD,US1272031071,US
US_Composite,WHEN US Equity,US,USD,US98148H1095,UN
US_Composite,WHEN US Equity,US,USD,US98148H1095,US
US_Composite,WHF US Equity,US,USD,US96524V1061,UN
US_Composite,WHF US Equity,US,USD,US96524V1061,US
US_Composite,WOLWF US Equity,US,USD,AU000000WOW2,UN
US_Composite,WOLWF US Equity,US,USD,AU000000WOW2,US
DEU_Composite,WON1 GR Equity,DEU,EUR,BMG9429S2464,GR
US_Composite,WLAN US Equity,US,USD,US96685A1079,UN
US_Composite,WLAN US Equity,US,USD,US96685A1079,US
US_Composite,WMK US Equity,US,USD,US9488491047,UN
US_Composite,WMK US Equity,US,USD,US9488491047,US
DEU_Composite,WPI GR Equity,DEU,EUR,CA9609085076,GR
IN_Composite,WPI IN Equity,IN,INR,INE765D01022,IN
CAN_Composite,WPRT CN Equity,TO,CAD,CA9609085076,CN
US_Composite,WNW US Equity,US,USD,VGG9604C1234,UN
US_Composite,WNW US Equity,US,USD,VGG9604C1234,US
AUS_Composite,WNX AU Equity,AX,AUD,AU0000162281,AU
US_Composite,TSRYF US Equity,US,USD,AU000000TWE9,UN
US_Composite,TSRYF US Equity,US,USD,AU000000TWE9,US
US_Composite,TVCE US Equity,US,USD,US8730611055,UN
US_Composite,TVCE US Equity,US,USD,US8730611055,US
US_Composite,TTTSF US Equity,US,USD,CA8984471075,UN
US_Composite,TTTSF US Equity,US,USD,CA8984471075,US
US_Composite,TTUUF US Equity,US,USD,JP3569200003,UN
US_Composite,TTUUF US Equity,US,USD,JP3569200003,US
DEU_Composite,TWA GR Equity,DEU,EUR,JP3555700008,GR
US_Composite,TWAC US Equity,US,USD,US8730901043,UN
US_Composite,TWAC US Equity,US,USD,US8730901043,US
CAN_Composite,TWC CN Equity,TO,CAD,CA87310A1093,CN
CAN_Composite,TUD CN Equity,TO,CAD,CA89901T1093,CN
US_Composite,TUERF US Equity,US,USD,CA89784Y4076,UN
US_Composite,TUERF US Equity,US,USD,CA89784Y4076,US
US_Composite,TVER US Equity,US,USD,US88101U3041,UN
US_Composite,TVER US Equity,US,USD,US88101U3041,US
US_Composite,TVGN US Equity,US,USD,US88165K1016,UN
US_Composite,TVGN US Equity,US,USD,US88165K1016,US
US_Composite,TSTTF US Equity,US,USD,CA89680B2049,UN
US_Composite,TSTTF US Equity,US,USD,CA89680B2049,US
CAN_Composite,TSU CN Equity,TO,CAD,CA89679A2092,CN
US_Composite,TSUKY US Equity,US,USD,US8923062009,UN
US_Composite,TSUKY US Equity,US,USD,US8923062009,US
US_Composite,TWTXF US Equity,US,USD,TW0002640000,UN
US_Composite,TWTXF US Equity,US,USD,TW0002640000,US
MXN_Composite,U* MM Equity,MX,MXN,US91332U1016,MM
MXN_Composite,UHS* MM Equity,MX,MXN,US9139031002,MM
DEU_Composite,UA1N GR Equity,DEU,EUR,US91705J2042,GR
BZ_Composite,U2TH34 BZ Equity,BZ,BRL,BRU2THBDR002,BZ
DEU_Composite,U3I GR Equity,DEU,EUR,SE0001824004,GR
DEU_Composite,TWYA GR Equity,DEU,EUR,US01609Y1082,GR
DEU_Composite,TXO GR Equity,DEU,EUR,US8767651081,GR
CAN_Composite,TXP CN Equity,TO,CAD,CA89156L1085,CN
DEU_Composite,U1S1 GR Equity,DEU,EUR,BRUSIMACNPA6,GR
BZ_Composite,U2PS34 BZ Equity,BZ,BRL,BRU2PSBDR007,BZ
DEU_Composite,U1O GR Equity,DEU,EUR,SG1S83002349,GR
DEU_Composite,U9T GR Equity,DEU,EUR,CA91688R1082,GR
DEU_Composite,U91 GR Equity,DEU,EUR,CA37964Y1016,GR
US_Composite,TYKIF US Equity,US,USD,JP3606600009,UN
US_Composite,TYKIF US Equity,US,USD,JP3606600009,US
US_Composite,TYL US Equity,US,USD,US9022521051,UN
US_Composite,TYL US Equity,US,USD,US9022521051,US
DEU_Composite,UGN GR Equity,DEU,EUR,CA37252X1042,GR
BZ_Composite,UGPA3 BZ Equity,BZ,BRL,BRUGPAACNOR8,BZ
US_Composite,UK US Equity,US,USD,KYG9449A1343,UN
US_Composite,UK US Equity,US,USD,KYG9449A1343,US
DEU_Composite,UK6A GR Equity,DEU,EUR,GB00BYZJ7G42,GR
DEU_Composite,UE3 GR Equity,DEU,EUR,LT0000104267,GR
CAN_Composite,TWO CN Equity,TO,CAD,CA8732491060,CN
DEU_Composite,U09 GR Equity,DEU,EUR,GB00BM8SQP62,GR
US_Composite,UCCPF US Equity,US,USD,CA00547K1057,UN
US_Composite,UCCPF US Equity,US,USD,CA00547K1057,US
DEU_Composite,UH9 GR Equity,DEU,EUR,CA0886691066,GR
US_Composite,ULBI US Equity,US,USD,US9038991025,UN
US_Composite,ULBI US Equity,US,USD,US9038991025,US
US_Composite,UBYH US Equity,US,USD,US90347T1097,UN
US_Composite,UBYH US Equity,US,USD,US90347T1097,US
DEU_Composite,U410 GR Equity,DEU,EUR,KYG9495L1251,GR
US_Composite,UFMG US Equity,US,USD,US9137081033,UN
US_Composite,UFMG US Equity,US,USD,US9137081033,US
DEU_Composite,UD7B GR Equity,DEU,EUR,CA9219456063,GR
BZ_Composite,U1DR34 BZ Equity,BZ,BRL,BRU1DRBDR007,BZ
BZ_Composite,U1LT34 BZ Equity,BZ,BRL,BRU1LTBDR006,BZ
XLON,"0ADU LN Equity",XLON,USD,US6556631025,LN
XLON,"0ADU LN Equity",XLON,USD,US6556631025,LN
XLON,"0ADU LN Equity",XLON,USD,US6556631025,LN
XLON,"0ADU LN Equity",XLON,USD,US6556631025,LN
DEU_Composite,U1N GR Equity,DEU,EUR,US9047081040,GR
DEU_Composite,TX3A GR Equity,DEU,EUR,TH0765010Z16,GR
DEU_Composite,TZ6 GR Equity,DEU,EUR,JP3539220008,GR
DEU_Composite,UA1 GR Equity,DEU,EUR,US91705J1051,GR
MXN_Composite,UHAL* MM Equity,MX,MXN,US0235861004,MM
US_Composite,TWRKF US Equity,US,USD,GB00BF5HBF20,UN
US_Composite,TWRKF US Equity,US,USD,GB00BF5HBF20,US
DEU_Composite,TWSA GR Equity,DEU,EUR,NL0000852523,GR
DEU_Composite,UGR GR Equity,DEU,EUR,US90400P1012,GR
US_Composite,UGRO US Equity,US,USD,US91704K2024,UN
US_Composite,UGRO US Equity,US,USD,US91704K2024,US
DEU_Composite,UH1 GR Equity,DEU,EUR,ID1000059009,GR
US_Composite,UFPI US Equity,US,USD,US90278Q1085,UN
US_Composite,UFPI US Equity,US,USD,US90278Q1085,US
US_Composite,UECXF US Equity,US,USD,CA91702W1095,UN
US_Composite,UECXF US Equity,US,USD,CA91702W1095,US
US_Composite,UL US Equity,US,USD,US9047677045,UN
US_Composite,UL US Equity,US,USD,US9047677045,US
MXN_Composite,UAAC* MM Equity,MX,MXN,US9043112062,MM
US_Composite,UACJF US Equity,US,USD,JP3826900007,UN
US_Composite,UACJF US Equity,US,USD,JP3826900007,US
DEU_Composite,UI6 GR Equity,DEU,EUR,GRS830003000,GR
DEU_Composite,UI8N GR Equity,DEU,EUR,CA86277X4093,GR
DEU_Composite,U6O GR Equity,DEU,EUR,SE0017615784,GR
DEU_Composite,U770 GR Equity,DEU,EUR,AU0000369662,GR
DEU_Composite,UAL1 GR Equity,DEU,EUR,US9100471096,GR
US_Composite,TXTM US Equity,US,USD,US74371E2046,UN
US_Composite,TXTM US Equity,US,USD,US74371E2046,US
DEU_Composite,TY2B GR Equity,DEU,EUR,FI4000369947,GR
DEU_Composite,TXT GR Equity,DEU,EUR,US8832031012,GR
US_Composite,TXT US Equity,US,USD,US8832031012,UN
US_Composite,TXT US Equity,US,USD,US8832031012,US
DEU_Composite,UKJ GR Equity,DEU,EUR,AU000000OPT2,GR
DEU_Composite,UKN GR Equity,DEU,EUR,AU0000340143,GR
CAN_Composite,TXG CN Equity,TO,CAD,CA8910546032,CN
DEU_Composite,UCH GR Equity,DEU,EUR,NZHELE0001S9,GR
DEU_Composite,U7N1 GR Equity,DEU,EUR,CA1348281025,GR
DEU_Composite,UGI GR Equity,DEU,EUR,JP3397060009,GR
DEU_Composite,UGL GR Equity,DEU,EUR,US9029521005,GR
CAN_Composite,TZR/H CN Equity,TO,CAD,CA88103M4092,CN
DEU_Composite,TZU GR Equity,DEU,EUR,CA89620A5061,GR
US_Composite,UETTU US Equity,US,USD,US91022Q2049,UN
US_Composite,UETTU US Equity,US,USD,US91022Q2049,US
US_Composite,UBQAFX US Equity,US,USD,US00790D4694,UN
US_Composite,UBQAFX US Equity,US,USD,US00790D4694,US
US_Composite,UBQAIX US Equity,US,USD,US00782M3455,UN
US_Composite,UBQAIX US Equity,US,USD,US00782M3455,US
US_Composite,UBQAKX US Equity,US,USD,US00782X4245,UN
US_Composite,UBQAKX US Equity,US,USD,US00782X4245,US
US_Composite,UBQAMX US Equity,US,USD,US00783F4220,UN
US_Composite,UBQAMX US Equity,US,USD,US00783F4220,US
US_Composite,TYXXF US Equity,US,USD,AU000000TYX5,UN
US_Composite,TYXXF US Equity,US,USD,AU000000TYX5,US
US_Composite,UBAAF US Equity,US,USD,CA91707P2089,UN
US_Composite,UBAAF US Equity,US,USD,CA91707P2089,US
IN_Composite,UBBL IN Equity,IN,INR,INE686F01025,IN
US_Composite,TYEKF US Equity,US,USD,DE0007500001,UN
US_Composite,TYEKF US Equity,US,USD,DE0007500001,US
US_Composite,UCIDF US Equity,US,USD,ID1000152903,UN
US_Composite,UCIDF US Equity,US,USD,ID1000152903,US
